"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BFLLBDLK","journalArticle","2019","Manchester, Eric","The Disabled in Locke and Aquinas: Impediments to Economic Liberty or Contributors to the Economy of Salvation?","","","","","","While both the late-seventeenth-century philosopher John Locke and the thirteenth-century thinker Thomas Aquinas believe that the rational human soul must be directly created by God, the two men define freedom in fundamentally different ways, which in turn influence their differing conceptions of the human person. By defining freedom primarily as the ability to overcome inconvenience and uneasiness and by defining personhood in terms of being able to rationally engage in political and economic activity, Locke’s approach lends itself to neglecting (and in some cases perhaps even ending the existence of) disabled and infirm individuals as well as possibly certain unborn offspring. They are regarded as lacking freedom in being unable to overcome uneasiness. Their existence seems an inconvenience that hampers the freedom of others. By comparison, Thomas regards all human offspring as being necessarily persons. Whatever their disabilities, their nature orients them toward eternal communion with God and others. Locke divides the social and religious ends of human persons, with socio-economic considerations driving his understanding of personhood in both cases. By comparison, Aquinas conceives of both social and ecclesial life as being infused by sacramental participation and as thereby oriented toward eternal sacramental communion with God. In his case, through the sacraments, all people – including the disabled and the unborn – are not only oriented toward their own salvation but play a profound (if in some cases inscrutable) role in the salvation of the whole world.","2019","2022-05-03 14:04:40","2022-05-26 13:02:55","","29","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GU6I4ZZE/Manchester - The Disabled in Locke and Aquinas Impediments to .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CFY8Y6G","journalArticle","2019","Lu, Mathew","Piety and a Marriage Open to Life","","","","","","Philosophical criticism of artificial contraception has traditionally focused on a particular kind of act analysis that requires every marital act to be “open to life.” In this paper I argue that while such act analysis can explain the moral wrongness artificial contraception, it cannot adequately explain the moral obligation of spouses to have a fruitful marriage. I suggest that the best way to understand how a marriage as a whole should be “open to life” requires us to think about marriage through the virtues tradition, with a particular emphasis on the natural virtue of piety.","2019","2022-05-03 14:04:38","2022-05-26 13:02:42","","8","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/TYQ55JEF/Lu - Piety and a Marriage Open to Life.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCNWLZLT","journalArticle","2019","Lemmons, R Mary Hayden","Brain Death: From Mistaken Assumptions to Legal Fiction and a Threat to the Living","","","","","","The first part of this essay examines the assumptions that led states to enact laws identifying death with the brain’s inability to function. The second part argues that survivors of brain death prove the neurological definition of death to be a legal fiction. The third part explains why it is possible to survive a brain death diagnosis and evaluates the argument that death needs to be redefined in order to accommodate the role of brain death in harvesting organs for transplantation. The fourth part criticizes philosophical pro-brain death arguments and argues that states ought to adopt the religious exemption enacted by the state of New Jersey, rather than the religious accommodation policy enacted by New York State. The essay concludes by arguing that justice demands that states repeal the laws identifying death with the brain’s inability to function. Until then the legalization of brain death threatens the living and inculcates values antithetical to caring for the vulnerable among us.","2019","2022-05-03 14:04:37","2022-05-26 13:02:05","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/985TMCFX/Lemmons - Brain Death From Mistaken Assumptions to Legal Fi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMJXKJI3","journalArticle","2019","Koloze, Jeff","Critical Disability Studies and Fiction on the Right-to-Life Issues","","","","","","After supplying examples of jargon-laden academic discussion of critical disability studies, this paper summarizes major ideas that constitute this literary theory. Two life-affirming fictional works that concern abortion and infanticide (Carlos Fuentes’s Christopher Unborn and Lois Lowry’s The Giver) are then briefly examined, using key ideas from the theory. A significant portion of the paper is devoted to applying critical disability studies to a euthanasia work (the Million Dollar Baby franchise, consisting of the short story and its film equivalent). The discussions of these three works are amplified by providing further commentary from a pro-life perspective. Finally, the paper determines how the principles of critical disability studies comport with the five elements of right-to-life literary theory and demonstrates how critical disability studies is compatible with the aims of the pro-life movement, which counters the dehumanization of the disabled in anti-life fiction.","2019","2022-05-03 14:04:36","2022-05-26 13:03:52","","28","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/25P79YUQ/Koloze - Critical Disability Studies and Fiction on the Rig.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGPNKKI5","journalArticle","2019","Freres, Barbara","On Pope Francis and the Consistent Life Ethic","","","","","","This paper will show that Pope Francis’s call to change what he bluntly names our “throwaway culture” is profound and echoes the thinking of Cardinal Joseph Bernadin and recent popes. In Laudato Sí Francis speaks the prolife message with simplicity while recognizing both the multiple dimensions and the moral complexity of the world’s social problems. He suggests that being prolife demands a sensitivity to the various ways in which human life is denied or diminished. In the Apostolic Exhortation Evangelii gaudium Francis provides four principles meant to guide those working toward achieving a more just society that recognizes and respects the life and dignity of each person. Here I briefly review those principles.","2019","2022-05-03 14:04:35","2022-05-26 13:01:34","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/3MUR4RYE/Freres - On Pope Francis and the Consistent Life Ethic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RL5DHUJN","journalArticle","2019","Fehring, Richard J","The Influence of Religiosity and Contraception on the Likelihood of Abortion among Reproductive Age Women","","","","","","The purpose of this paper is to discuss the influence of the three most frequently used methods of contraception (i.e., the hormonal pill, the male condom, and sterilization – male and female) on the likelihood of having an abortion among United States (US) reproductive age women (15-44). A second purpose is to determine the influence of Church attendance and importance of religion on the likelihood of having an abortion among US reproductive age women. Findings show the ever use of contraceptive methods increased the likelihood of abortion from 56% to more than 11 times and that frequent church attendance and those women who hold religion to be very important in their lives decreased the likelihood of abortion compared to women who were not religious and not on the three methods of contraception. Recommendations included supporting traditional religiosity that supports chastity, marriage, and family planning methods that integrate human sexuality.","2019","2022-05-03 14:04:33","2022-05-26 13:03:31","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/4WKWVYK3/Fehring - The Influence of Religiosity and Contraception on .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWSM2A9E","journalArticle","2019","Fehring, Richard J","A Twenty-Year History (1958-1978) of Contraception and Abortion as Experienced by the Catholic Medical Association","","","","","","This paper is an historical analysis of the issues of contraception and abortion as presented through the focus and lens of articles in The Linacre Quarterly, the official journal of the Catholic Medical Association (CMA). The twenty-year history includes the ten years before and after the pivotal papal encyclical Humanae vitae (HV). The articles show the clear link between the issues of contraception and abortion and how these issues led to the decline of the Federation of the Catholic Physician Guilds (the precursor of the CMA in the United States). It was a decline that, I propose, lessened opposition to liberalized abortion laws. There is, however, a new and revised CMA that has been built on a faithful and prolife membership of physicians and other health professionals.","2019","2022-05-03 14:04:32","2022-05-26 13:03:04","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/NLBN5P7M/Fehring - A Twenty-Year History (1958-1978) of Contraception.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC4TKGWE","journalArticle","2019","Duran, Marek","Be Compassionate as your Father is Compassionate: Avoiding the Pitfalls of Compassion","","","","","","In her book Memoir of Mary Ann, Flannery O'Connor captured well the current cultural milieu when she wrote: “In the absence of faith, we govern by tenderness, and tenderness leads to the gas chamber.” In our Western societies, most of the human atrocities are done in the name of compassion. We should, however, ask ourselves: “are we good simply because we feel good?” (AL 145). The aim of this essay is to salvage compassion as a basis for a Christian ethos. As Johan Baptist Metz puts it, in a world that looks for consolation “compassion unto God” is a double provocation. It is the clearest sign of God’s existence as existence “for us” as well as a sign of a mature faith. I will argue, based on the teaching of Abraham Joshua Heschel who defines a prophet as the “incarnation of God’s passion” that compassion is a modality of life within the realm of the covenant. Every Christian baptized into Christ stands on the side of the weak ones to witness the value of human life as well as to the power of God’s love.","2019","2022-05-03 14:04:30","2022-05-26 13:01:42","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/AGB28VK7/Duran - Be Compassionate as your Father is Compassionate .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBM9VVD8","journalArticle","2019","Donahou, Michael S","Attitudes towards People with Disabilities in the Gospels","","","","","","This paper studies the role of people with disabilities from a biblical perspective, specifically in the Gospels. Its purpose is to investigate the different attitudes expressed by people in the healing stories of the Gospels and to compare the attitudes expressed and uncovered there with modern approaches to disability studies.","2019","2022-05-03 14:04:29","2022-05-26 13:01:53","","21","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/T5BV8X26/Donahou - Attitudes towards People with Disabilities in the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQJSTE2C","journalArticle","2019","Deavel, David","My Daddy’s Name is Victor: The Suffering of Frankenstein and Lab-Created Children","","","","","","Mary Shelley’s Frankenstein depicts the dangers of a scientific ethos in which technological control over life is seized, even with partially good motivations. This essay explores the motivations of Victor Frankenstein and the dysfunction seen in his physically superior creature. It notes the similarities between Victor’s own intention and that of the founder of IVF, as well as the similarities in the experiences between Victor’s creature and children conceived through IVF, as evident in the report My Daddy’s Name is Donor (2010) and the ongoing surveys done at the website “We Are Donor Conceived.” It then draws some lessons about the dangers in bringing children into the world outside of the normal and natural biological way.","2019","2022-05-03 14:04:28","2022-05-26 13:04:17","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/F8IA8T8F/Deavel - My Daddy’s Name is Victor The Suffering of Franke.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRP7WWPU","journalArticle","2019","Colosi, Peter J","The Importance of Philosophical Arguments for the Reality of the Spiritual Soul in Prolife Work","","","","","","In Embryo: A Defense of Life, Robert P. George and Christopher Tollefsen have provided a defense of the life of early embryos against those who claim that such beings are not human beings. They masterfully summarize the findings of the most recent embryological research, referring to the studies and textbooks utilized by the highest level universities. These sciences have made it no longer possible to claim that an embryo is not a new distinct living human being. George and Tollefsen offer a concise and easily comprehensible presentation of these established scientific facts. But their view of human personhood is difficult to distinguish from epiphenomenalism and leaves the impression that the immaterial dimension of human persons has as its exclusive source the material body. They assert that the concept of “soul” will not make an appearance in their book, because that would be unneccessary and unhelpful. For this reason they tend to identify the “soul” with consciousness, reflection, choice, and the capacities that make those abilities possible. But these things need a foundational level of being in which to inhere. For George and Tollefsen this foundation is the body, which they refer to as the animal organism: this is the stance of epiphenomenalism. After giving a thorough expression of their position, I will offer a different explanation for explaining the unity of body and soul in persons, while avoiding the tendency towards epiphenomenalism. I call this view Realist Phenomenology/Christian Personalism1 and will contrast it with the New Natural Law approach represented in Embryo: A Defense of Life.","2019","2022-05-03 14:04:27","2022-05-26 13:02:17","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/WPUHGAVF/Colosi - The Importance of Philosophical Arguments for the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCEZ9T55","journalArticle","2019","Cavanaugh, T A","Comments Delivered upon the Reception of the 2019 Smith Award","","","","","","","2019","2022-05-03 14:04:26","2022-05-26 13:04:41","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GRARQXGM/Cavanaugh - Comments Delivered upon the Reception of the 2019 .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8VP4C3L","journalArticle","2018","Wegemer, Gerard","Educating “Statesmen in Full”: Lessons from Thomas More, Patron of Statesmen","","","","","","This address presents Thomas More’s understanding and practice of statesmanship, indicating how he taught his children and others the serenity and good-humor he saw as essential elements of charitable and effective “leading citizenship.”","2018","2022-05-03 14:04:25","2022-05-26 13:07:49","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/752ZNLWK/Wegemer - Educating “Statesmen in Full” Lessons from Thomas.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3M32ZN2F","journalArticle","2018","Decker, LUCY; Uberti, THOMAS; Marovsky, FRED; Reich, REGINA; Kowalski, JOHN PAUL; Ontes, DEAN Gerry","Bernadette Waterman Ward","","","","","","","2018","2022-05-03 14:04:23","2022-05-26 17:53:13","","46","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/N99NGDEI/Decker et al. - Bernadette Waterman Ward.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEYRPX5N","journalArticle","2018","Stith, Richard","Making Death Easier Makes Life Harder","","","","","","A culture of disdain for disabled and elderly persons is more likely to come about if we embrace a right to assisted suicide. Each endorsement of suicide endangers not only the lives but also the human dignity and the quality of support relationships for persons with burdensome infirmities.","2018","2022-05-03 14:04:22","2022-05-26 13:08:00","","5","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GEXTFTJ4/Stith - Making Death Easier Makes Life Harder.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RQCCDFT","journalArticle","2018","Smith, Janet E","New Challenges to Humanae vitae: Conscience and Discernment","","","","","","This essay reviews the project of revisionists and argues that some moral theologians are interpreting Amoris Laetitia as promoting a view of conscience and discernment that undermines if not abandons the constant teaching of the Church that there are universal, absolute, immutable moral norms. This essay also shows that this interpretation of Amoris Laetitia conflicts with the teaching on the nature of conscience and its relationship to the moral law as set out in key magisterial documents.","2018","2022-05-03 14:04:21","2022-05-26 13:10:50","","26","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/AIPKF33J/Smith - New Challenges to Humanae vitae Conscience and Di.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MA4HYAA","journalArticle","2018","Lemmons, R Mary Hayden","Life and Love: Combatting the Culture of Death through Personalist Feminism","","","","","","This paper explores two necessary conditions for combating the culture of death. The first requires women to realize that they are humanity’s lifebearers, with a genius for person-centered humanism. As such, they must heed the urgent plea of John Paul II to establish a prolife and personalist feminism that welcomes male collaborators and defends human life from conception to natural death. The second necessary condition is for all to recognize that human fulfillment comes about through a caring, person-centered love that is respectful of human life.","2018","2022-05-03 14:04:19","2022-05-26 13:08:58","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/DZC86UQK/Lemmons - Life and Love Combatting the Culture of Death thr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRM9F7G8","journalArticle","2018","Koloze, Jeff","Right-to-Life Issues in Contemporary Gay and Lesbian Literature","","","","","","Although it may seem as though gay and lesbian fictional works would have nothing to do with the life issues, this research examines several instances where the right-to-life issues of abortion, infanticide, and euthanasia are mentioned in gay and lesbian fiction. Moreover, there is enough evidence to suggest that the literature comports more with a life-affirming philosophy, if not an overtly pro-life one. That is, the literature employs characters with same-sex attraction who do not necessarily support the killing of the unborn, the handicapped newborn, or the medically vulnerable or aged. Finally, this study demonstrates how using the five questions of right-to-life literary theory can provide an opportunity for persons with same-sex attraction to renounce their allegiance with the destructive elements of the contemporary gay and lesbian movement and, instead, align themselves with the pro-life movement, which is more compatible with their efforts to seek authentic love.","2018","2022-05-03 14:04:18","2022-05-26 13:12:49","","28","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/4C2VU6PT/Koloze - Right-to-Life Issues in Contemporary Gay and Lesbi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTGR378Q","journalArticle","2018","Hershenov, David B","If the Fetus is a Part of the Mother, then Three Popular Abortion Defenses Fail on Purely Conceptual Grounds","","","","","","Some abortion defenders claim that a fetus is a part of a pregnant woman’s body. Abortion opponents often respond that a fetus is not a maternal part by stressing any or all of the following: differences in fetal and maternal DNA; the fetus does not function like a maternal body part contributing to the mother’s survival; the fetus’s developmental telos is towards independence from the mother; the fetus’s relation to the mother is that of a tenant to a niche, not a part to a whole; a fetus is a substance (a human being) and one substance cannot be a part of another substance. Drawing upon Elselijn Kingma’s work, I respond that these arguments provide little reason to doubt the claim that a fetus is a maternal part. Nevertheless, somewhat ironically, the fetal parthood thesis dooms the following three popular defenses of abortion: fetuses can be terminated on the grounds that they violate their mothers’ bodily integrity; fetuses can be killed for trespassing on their mothers’ bodies; fetuses can be aborted because pregnant women have a right to self-defense. These three defenses fail on merely conceptual grounds, for bodily parts cannot trespass upon the whole, nor can they violate the integrity of that whole, nor are they legitimate targets of a right to selfdefense if they are not external to the self.","2018","2022-05-03 14:04:16","2022-05-26 13:11:11","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/FUF347WV/Hershenov - If the Fetus is a Part of the Mother, then Three P.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F29FEQTT","journalArticle","2018","Frank, William A","Medicine’s Interest in Abortion","","","","","","Using the distinction between purposes and ends as developed by American philosophers Francis Slade and Robert Sokolowski, this paper asks what interest medicine or the profession of medicine has in the practice of abortion. The argument of the paper recognizes that in the practice of medicine, a medical professional’s purposes or the wishes of her patients may conflict with the ends of medicine. If the end of medicine is the patient’s health and wholeness, what weight does it hold when weighed against the variety other interests one might take in the practice of abortion?","2018","2022-05-03 14:04:15","2022-05-26 13:11:02","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/S8X7QUE2/Frank - Medicine’s Interest in Abortion.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHBGXPLP","journalArticle","2018","Forsythe, Clarke D","A Draft Opinion Overruling Roe v. Wade","","","","","","Roe v. Wade has been subject to substantial judicial and scholarly criticism over the past forty-five years, but without an attempt specifically to explore how it might be overruled in a majority opinion. This article attempts to remedy that, by drafting a model opinion that could be used to overrule Roe. The predicate for this article’s proposed decision is a state’s twenty-week limit on abortion, which (as of 2018) has been enacted by twenty-one states. All of the six primary factors of stare decisis are applied to Roe. Although judges and scholars might disagree whether all six factors are relevant to an overruling decision, each factor illuminates specific defects in Roe. Much of the significant scholarly criticism of the past forty-five years is compiled and cited here. Much of the judicial criticism of Roe and its workability is likewise compiled and cited. The opinion overrules the first holding in Roe, that there is a federal constitutional right to “terminate pregnancy.” This “draft” invites alternative formulations.","2018","2022-05-03 14:04:14","2022-05-26 13:05:16","","61","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/TRWF2BCR/Forsythe - A Draft Opinion Overruling.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDV9YYHA","journalArticle","2018","Wolfe, Christopher James","Unalienable: A Pro-life, American Concept","","","","","","In this paper I consider the ideas of the American Founders about the “unalienable” aspect of rights and argue that this concept is inherently consistent with a pro-life perspective. The idea of unalienable rights that the Founders espoused implies a rich philosophical anthropology in which rights and duties cannot be justly separated from one’s self. Consequently many pro-choice arguments, such as those in favor of allowing voluntary euthanasia, are in contradiction with the Founders’ conception of rights. Their concept of unalienablility can be re-articulated to address the new circumstances that bioethics confronts in the twenty-first century and is an enduring important aspect of American public philosophy.","2018","2022-05-03 14:04:13","2022-05-26 13:08:48","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/6BUHK79T/Wolfe - Unalienable A Pro-life, American Concept.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGHFTTLE","journalArticle","2018","Wolfe, Christopher","How to Forge a Pro-Life Culture in the Face of Elite Resistance","","","","","","Building on the arguments of James Davison Hunter’s To Change the World, this essay suggests that the chances of bringing about a deep transformation of culture in the United States – on the life issues generally, and on the issues of abortion and euthanasia specifically – is unlikely. A more modest, and very important, goal would be to reinforce the pro-life subcultures in America and to make some significant incremental progress in improving American law and mores regarding these and similar life-issues. To this end, I offer some suggestions about resources that the pro-life movement has and various ways in which it might work on forming a more pro-life culture in the face of elite resistance. I conclude by discussing some likely future challenges that the pro-life movement will face in the future.","2018","2022-05-03 14:04:12","2022-05-26 13:08:36","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/IVZIVW4D/Wolfe - How to Forge a Pro-Life Culture in the Face of Eli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTKRWSWI","journalArticle","2009","Machado, Calixto; Perez, Jesus; Scherle, Claudio; Areu, Alejandro; Pando, Alejandro","Brain death diagnosis and apnea test safety","Annals of Indian Academy of Neurology","","0972-2327","10.4103/0972-2327.56326","http://www.annalsofian.org/text.asp?2009/12/3/197/56326","The concept of “brain death” is controversial but widely accepted in practice. Current practice generally attempts to make a determination of death by using neurological criteria alone as a way to show “irreversible cessation of all functions of the entire brain, including the brain stem.” This determination is to be made “in accordance with accepted medical standards” according to the 1981 Uniform Determination of Death Act (UDDA). Many state statutes are modeled on the UDDA. The apnea test is the final test in many protocols for a person in unresponsive coma of known cause, presumably irreversible, and is considered by some the “sine qua non” for “brain death.” But even some physicians who are in favor of the concept of brain death and vital organ procurement have called it “not defensible.” In this paper we review the apnea test procedure in the context of basic respiratory physiology and ventilator use. We examine its rationale and summarize its flaws. In particular, we bring attention to the recent Nevada statute that mandates use of the American Academy of Neurology Guidelines (AANG) to declare “brain death,” including the use of the apnea test without consent.","2009","2022-05-03 14:04:10","2022-05-03 14:04:10","2022-05-03 14:04:10","197","","3","12","","Ann Indian Acad Neurol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/lalor/Zotero/storage/8HDXKHEU/Machado et al. - 2009 - Brain death diagnosis and apnea test safety.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2RF26UU","journalArticle","2017","Ward, Bernadette Waterman","Crimes of Inaction: Death by Neglect in George Eliot’s Novels","","","","","","The four novels by George Eliot discussed here present killing by neglect. They move from easier to harder cases: first, neglect of a newborn; then, two cases of neglecting an inconvenient adult who needs aid; then, the hardest case, a malicious, abusive person who asks his victim for help. Eliot's personal life provided strong motives for sympathy with the negligent killers, but she mustered the artistic integrity to face the consequences of killing by inaction. Psychological and social damage follows neglecting fragile lives. Aware of the burdens involved in respecting life, Eliot warns readers against failing at this most basic act of human community.","2017","2022-05-03 14:04:05","2022-05-26 13:12:32","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/8PHILEIB/Ward - Crimes of Inaction Death by Neglect in George Eli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWRAZV84","journalArticle","2017","Wardle, Lynn D","The Boundaries of Identity: Will Justice Neil Gorsuch Vote “Pro-Life” on Abortion Issues?","","","","","","This paper reviews The Future of Assisted Suicide and Euthanasia (2006) by Neil Gorsuch to ascertain whether it is likely that Justice Gorsuch will vote to uphold well-drafted restrictions of abortion. The book reveals that Justice Gorsuch is a very thoughtful, philosophical thinker. He was mentored by Professor John Finnis, a world-renowned pro-life scholar. Gorsuch clearly advocates for the inviolability of human life and sees that life is intrinsically valuable, but he does not address abortion. While it is not possible to predict with certainty how Justice Gorsuch will vote, his belief in the inherent value of human life is encouraging. We all must do our part.","2017","2022-05-03 14:04:04","2022-05-26 13:13:03","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/AJ4QC5TE/Wardle - The Boundaries of Identity Will Justice Neil Gors.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKL9GF3M","journalArticle","2017","Spitzer, Robert J","Toward a Universally Engaging Pro-Life Rhetoric","","","","","","This essay sets out seven principles intended to persuade non-pro-life students and uncommitted students to a prolife position by using principles and categories accepted by secular culture. It has been tested in a limited fashion, using a curriculum designed for high school students. The curriculum persuaded 71% of the students who were formerly non-pro-life or uncommitted, to change their minds and become pro-life. The first step is to provide the students with a self-motivating rationale to move them from a dominant ego-comparative identity to a dominant contributive-empathetic identity – a conversion of the heart that enables them to be open to the six principles of civility and civilization embraced by secular culture – the principles of non-maleficence, universal personhood, just law, inalienable rights, the necessary hierarchy of rights, and the intrinsic limits to human freedom. The encouraging results from our initial surveys indicate the effectiveness of this approach in helping the culture to recognize the goodness and civility of the pro-life position.","2017","2022-05-03 14:04:03","2022-05-26 13:11:31","","31","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/NERSRG4R/Spitzer - Toward a Universally Engaging Pro-Life Rhetoric.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPNDPC9I","journalArticle","2017","Metzger, Nathan","Are Brains Needed for Fetal Subjectivity?","","","","","","This paper argues that we have reason to broaden our ideas about the arrival of subjectivity in fetal development. It is often assumed that fetal subjectivity arises at a certain point in time on account of the development of the brain and that before there is sufficient development of the brain there is no reason to posit subjectivity in the developing child. There are, however, reasons for situating fetal subjectivity differently, given that our regular recourse to the language of irreducible substance needs to assume a richer and more mysterious philosophy of nature. There is simply no metaphysical reason for limiting minds to brains, given the failure of the mechanical model to explain mental activity, especially when mental semantics are already employed to describe the behavior of embryonic and fetal striving.","2017","2022-05-03 14:04:01","2022-05-26 13:12:15","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/E9XRHI3S/Metzger - Are Brains Needed for Fetal Subjectivity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQTWGI83","journalArticle","2017","MacPherson, Ryan C","The Bible and Bioethics: From Timeless Truths to Timely Applications","","","","","","This essay discusses my efforts to integrate daily Bible readings into an upper-division course entitled “Ethics in Science.” This approach involves having students keep a daily journal about what they discover by considering on various topics of biomedical ethics in relation to a broad range of philosophical perspectives and to the natural law and divine command philosophies.","2017","2022-05-03 14:04:00","2022-05-26 13:11:44","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/4CFRMFF3/MacPherson - The Bible and Bioethics From Timeless Truths to T.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
